year,count,mean,median,stddev,mean_minus_stddev,mean_plus_stddev
-4193,1,0.9299999999999999,0.9299999999999999,0.0,0.9299999999999999,0.9299999999999999
-4192,1,-0.4099999999999999,-0.4099999999999999,0.0,-0.4099999999999999,-0.4099999999999999
-4191,1,0.1200000000000001,0.1200000000000001,0.0,0.1200000000000001,0.1200000000000001
-4190,1,-0.32000000000000006,-0.32000000000000006,0.0,-0.32000000000000006,-0.32000000000000006
-4189,1,0.28,0.28,0.0,0.28,0.28
-4188,1,-0.3800000000000001,-0.3800000000000001,0.0,-0.3800000000000001,-0.3800000000000001
-4187,1,-0.16999999999999993,-0.16999999999999993,0.0,-0.16999999999999993,-0.16999999999999993
-4186,1,0.16999999999999993,0.16999999999999993,0.0,0.16999999999999993,0.16999999999999993
-4185,1,-0.16999999999999993,-0.16999999999999993,0.0,-0.16999999999999993,-0.16999999999999993
-4184,1,0.47,0.47,0.0,0.47,0.47
-4183,1,-0.10999999999999988,-0.10999999999999988,0.0,-0.10999999999999988,-0.10999999999999988
-4182,1,-0.09000000000000008,-0.09000000000000008,0.0,-0.09000000000000008,-0.09000000000000008
-4181,1,0.06000000000000005,0.06000000000000005,0.0,0.06000000000000005,0.06000000000000005
-4180,1,0.22999999999999998,0.22999999999999998,0.0,0.22999999999999998,0.22999999999999998
-4179,1,-0.3700000000000001,-0.3700000000000001,0.0,-0.3700000000000001,-0.3700000000000001
-4178,1,0.18000000000000016,0.18000000000000016,0.0,0.18000000000000016,0.18000000000000016
-4177,1,-0.48,-0.48,0.0,-0.48,-0.48
-4176,1,-0.3600000000000001,-0.3600000000000001,0.0,-0.3600000000000001,-0.3600000000000001
-4175,1,0.52,0.52,0.0,0.52,0.52
-4174,1,0.6499999999999999,0.6499999999999999,0.0,0.6499999999999999,0.6499999999999999
-4173,1,-0.28,-0.28,0.0,-0.28,-0.28
-4172,1,-0.009999999999999787,-0.009999999999999787,0.0,-0.009999999999999787,-0.009999999999999787
-4171,1,-0.19000000000000017,-0.19000000000000017,0.0,-0.19000000000000017,-0.19000000000000017
-4170,1,0.51,0.51,0.0,0.51,0.51
-4169,1,-0.18999999999999995,-0.18999999999999995,0.0,-0.18999999999999995,-0.18999999999999995
-4168,1,-0.42999999999999994,-0.42999999999999994,0.0,-0.42999999999999994,-0.42999999999999994
-4167,1,-0.24,-0.24,0.0,-0.24,-0.24
-4166,1,0.1299999999999999,0.1299999999999999,0.0,0.1299999999999999,0.1299999999999999
-4165,1,-0.1299999999999999,-0.1299999999999999,0.0,-0.1299999999999999,-0.1299999999999999
-4164,1,0.48,0.48,0.0,0.48,0.48
-4163,1,-0.24,-0.24,0.0,-0.24,-0.24
-4162,1,0.22999999999999998,0.22999999999999998,0.0,0.22999999999999998,0.22999999999999998
-4161,1,-0.17000000000000015,-0.17000000000000015,0.0,-0.17000000000000015,-0.17000000000000015
-4160,1,0.050000000000000044,0.050000000000000044,0.0,0.050000000000000044,0.050000000000000044
-4159,1,0.25,0.25,0.0,0.25,0.25
-4158,1,-0.09999999999999987,-0.09999999999999987,0.0,-0.09999999999999987,-0.09999999999999987
-4157,1,-0.18000000000000016,-0.18000000000000016,0.0,-0.18000000000000016,-0.18000000000000016
-4156,1,0.14000000000000012,0.14000000000000012,0.0,0.14000000000000012,0.14000000000000012
-4155,1,-0.1100000000000001,-0.1100000000000001,0.0,-0.1100000000000001,-0.1100000000000001
-4154,1,0.040000000000000036,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036
-4153,1,0.20999999999999996,0.20999999999999996,0.0,0.20999999999999996,0.20999999999999996
-4152,1,-0.3999999999999999,-0.3999999999999999,0.0,-0.3999999999999999,-0.3999999999999999
-4151,1,0.11999999999999988,0.11999999999999988,0.0,0.11999999999999988,0.11999999999999988
-4150,1,-0.09999999999999987,-0.09999999999999987,0.0,-0.09999999999999987,-0.09999999999999987
-4149,1,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009
-4148,1,0.030000000000000027,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027
-4147,1,0.1299999999999999,0.1299999999999999,0.0,0.1299999999999999,0.1299999999999999
-4146,1,-0.3899999999999999,-0.3899999999999999,0.0,-0.3899999999999999,-0.3899999999999999
-4145,1,0.1399999999999999,0.1399999999999999,0.0,0.1399999999999999,0.1399999999999999
-4144,1,-0.010000000000000009,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009
-4143,1,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009
-4142,1,0.17999999999999994,0.17999999999999994,0.0,0.17999999999999994,0.17999999999999994
-4141,1,-0.3599999999999999,-0.3599999999999999,0.0,-0.3599999999999999,-0.3599999999999999
-4140,1,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
-4139,1,0.040000000000000036,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036
-4138,1,0.3400000000000001,0.3400000000000001,0.0,0.3400000000000001,0.3400000000000001
-4137,1,-0.15000000000000013,-0.15000000000000013,0.0,-0.15000000000000013,-0.15000000000000013
-4136,1,-0.15999999999999992,-0.15999999999999992,0.0,-0.15999999999999992,-0.15999999999999992
-4135,1,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009
-4134,1,-0.08000000000000007,-0.08000000000000007,0.0,-0.08000000000000007,-0.08000000000000007
-4133,1,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004
-4132,1,-0.27,-0.27,0.0,-0.27,-0.27
-4131,1,-0.1499999999999999,-0.1499999999999999,0.0,-0.1499999999999999,-0.1499999999999999
-4130,1,-0.040000000000000036,-0.040000000000000036,0.0,-0.040000000000000036,-0.040000000000000036
-4129,1,0.30999999999999983,0.30999999999999983,0.0,0.30999999999999983,0.30999999999999983
-4128,1,-0.24,-0.24,0.0,-0.24,-0.24
-4127,1,0.44000000000000017,0.44000000000000017,0.0,0.44000000000000017,0.44000000000000017
-4126,1,0.08999999999999986,0.08999999999999986,0.0,0.08999999999999986,0.08999999999999986
-4125,1,-0.15999999999999992,-0.15999999999999992,0.0,-0.15999999999999992,-0.15999999999999992
-4124,1,-0.13000000000000012,-0.13000000000000012,0.0,-0.13000000000000012,-0.13000000000000012
-4123,1,0.10000000000000009,0.10000000000000009,0.0,0.10000000000000009,0.10000000000000009
-4122,1,-0.17999999999999994,-0.17999999999999994,0.0,-0.17999999999999994,-0.17999999999999994
-4121,1,-0.07000000000000006,-0.07000000000000006,0.0,-0.07000000000000006,-0.07000000000000006
-4120,1,0.49,0.49,0.0,0.49,0.49
-4119,1,-0.51,-0.51,0.0,-0.51,-0.51
-4118,1,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
-4117,1,-0.16999999999999993,-0.16999999999999993,0.0,-0.16999999999999993,-0.16999999999999993
-4116,1,-0.020000000000000018,-0.020000000000000018,0.0,-0.020000000000000018,-0.020000000000000018
-4115,1,0.3400000000000001,0.3400000000000001,0.0,0.3400000000000001,0.3400000000000001
-4114,1,-0.47,-0.47,0.0,-0.47,-0.47
-4113,1,0.43999999999999995,0.43999999999999995,0.0,0.43999999999999995,0.43999999999999995
-4112,1,-0.030000000000000027,-0.030000000000000027,0.0,-0.030000000000000027,-0.030000000000000027
-4111,1,0.040000000000000036,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036
-4110,1,0.020000000000000018,0.020000000000000018,0.0,0.020000000000000018,0.020000000000000018
-4109,1,-0.030000000000000027,-0.030000000000000027,0.0,-0.030000000000000027,-0.030000000000000027
-4108,1,0.0,0.0,0.0,0.0,0.0
-4107,1,-0.40000000000000013,-0.40000000000000013,0.0,-0.40000000000000013,-0.40000000000000013
-4106,1,0.2300000000000002,0.2300000000000002,0.0,0.2300000000000002,0.2300000000000002
-4105,1,-0.1200000000000001,-0.1200000000000001,0.0,-0.1200000000000001,-0.1200000000000001
-4104,1,0.1399999999999999,0.1399999999999999,0.0,0.1399999999999999,0.1399999999999999
-4103,1,0.0,0.0,0.0,0.0,0.0
-4102,1,-0.22999999999999998,-0.22999999999999998,0.0,-0.22999999999999998,-0.22999999999999998
-4101,1,0.030000000000000027,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027
-4100,1,0.06000000000000005,0.06000000000000005,0.0,0.06000000000000005,0.06000000000000005
-4099,1,0.1100000000000001,0.1100000000000001,0.0,0.1100000000000001,0.1100000000000001
-4098,1,0.039999999999999813,0.039999999999999813,0.0,0.039999999999999813,0.039999999999999813
-4097,1,-0.039999999999999813,-0.039999999999999813,0.0,-0.039999999999999813,-0.039999999999999813
-4096,1,0.029999999999999805,0.029999999999999805,0.0,0.029999999999999805,0.029999999999999805
-4095,1,0.09000000000000008,0.09000000000000008,0.0,0.09000000000000008,0.09000000000000008
-4094,1,-0.1299999999999999,-0.1299999999999999,0.0,-0.1299999999999999,-0.1299999999999999
-4093,1,-0.14000000000000012,-0.14000000000000012,0.0,-0.14000000000000012,-0.14000000000000012
-4092,1,-0.29999999999999993,-0.29999999999999993,0.0,-0.29999999999999993,-0.29999999999999993
-4091,1,0.5399999999999999,0.5399999999999999,0.0,0.5399999999999999,0.5399999999999999
-4090,1,-0.47,-0.47,0.0,-0.47,-0.47
-4089,1,0.5,0.5,0.0,0.5,0.5
-4088,1,-0.17999999999999994,-0.17999999999999994,0.0,-0.17999999999999994,-0.17999999999999994
-4087,1,-0.32000000000000006,-0.32000000000000006,0.0,-0.32000000000000006,-0.32000000000000006
-4086,1,0.27,0.27,0.0,0.27,0.27
-4085,1,-0.20999999999999996,-0.20999999999999996,0.0,-0.20999999999999996,-0.20999999999999996
-4084,1,-0.010000000000000009,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009
-4083,1,1.1700000000000002,1.1700000000000002,0.0,1.1700000000000002,1.1700000000000002
-4082,1,-0.5400000000000003,-0.5400000000000003,0.0,-0.5400000000000003,-0.5400000000000003
-4081,1,-0.41999999999999993,-0.41999999999999993,0.0,-0.41999999999999993,-0.41999999999999993
-4080,1,-0.29000000000000004,-0.29000000000000004,0.0,-0.29000000000000004,-0.29000000000000004
-4079,1,0.14000000000000012,0.14000000000000012,0.0,0.14000000000000012,0.14000000000000012
-4078,1,-0.18000000000000005,-0.18000000000000005,0.0,-0.18000000000000005,-0.18000000000000005
-4077,1,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16000000000000003
-4076,1,0.20999999999999996,0.20999999999999996,0.0,0.20999999999999996,0.20999999999999996
-4075,1,-0.30000000000000004,-0.30000000000000004,0.0,-0.30000000000000004,-0.30000000000000004
-4074,1,0.09000000000000008,0.09000000000000008,0.0,0.09000000000000008,0.09000000000000008
-4073,1,0.15999999999999992,0.15999999999999992,0.0,0.15999999999999992,0.15999999999999992
-4072,1,0.030000000000000027,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027
-4071,1,-0.18999999999999995,-0.18999999999999995,0.0,-0.18999999999999995,-0.18999999999999995
-4070,1,0.06999999999999984,0.06999999999999984,0.0,0.06999999999999984,0.06999999999999984
-4069,1,0.52,0.52,0.0,0.52,0.52
-4068,1,-0.16999999999999993,-0.16999999999999993,0.0,-0.16999999999999993,-0.16999999999999993
-4067,1,0.1100000000000001,0.1100000000000001,0.0,0.1100000000000001,0.1100000000000001
-4066,1,-0.54,-0.54,0.0,-0.54,-0.54
-4065,1,0.3599999999999999,0.3599999999999999,0.0,0.3599999999999999,0.3599999999999999
-4064,1,-0.20999999999999996,-0.20999999999999996,0.0,-0.20999999999999996,-0.20999999999999996
-4063,1,0.06000000000000005,0.06000000000000005,0.0,0.06000000000000005,0.06000000000000005
-4062,1,0.4099999999999999,0.4099999999999999,0.0,0.4099999999999999,0.4099999999999999
-4061,1,-0.42999999999999994,-0.42999999999999994,0.0,-0.42999999999999994,-0.42999999999999994
-4060,1,-0.26,-0.26,0.0,-0.26,-0.26
-4059,1,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
-4058,1,0.40000000000000013,0.40000000000000013,0.0,0.40000000000000013,0.40000000000000013
-4057,1,-0.41000000000000014,-0.41000000000000014,0.0,-0.41000000000000014,-0.41000000000000014
-4056,1,0.54,0.54,0.0,0.54,0.54
-4055,1,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
-4054,1,0.030000000000000027,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027
-4053,1,-0.22999999999999998,-0.22999999999999998,0.0,-0.22999999999999998,-0.22999999999999998
-4052,1,-0.32000000000000006,-0.32000000000000006,0.0,-0.32000000000000006,-0.32000000000000006
-4051,2,-0.13499999999999995,-0.13499999999999995,0.04949747468305829,-0.18449747468305824,-0.08550252531694166
-4050,2,0.32,0.32,0.042426406871192965,0.27757359312880703,0.362426406871193
-4049,2,-0.039999999999999925,-0.039999999999999925,0.02828427124746177,-0.0682842712474617,-0.011715728752538155
-4048,2,-0.26500000000000007,-0.26500000000000007,0.20506096654409872,-0.4700609665440988,-0.05993903345590135
-4047,2,0.10000000000000003,0.10000000000000003,0.24041630560342597,-0.14041630560342594,0.340416305603426
-4046,2,-0.05499999999999999,-0.05499999999999999,0.3040559159102153,-0.3590559159102153,0.2490559159102153
-4045,2,0.36,0.36,0.26870057685088816,0.09129942314911182,0.6287005768508882
-4044,2,-0.024999999999999967,-0.024999999999999967,0.12020815280171311,-0.14520815280171306,0.09520815280171314
-4043,2,-0.46,-0.46,0.5798275605729691,-1.0398275605729692,0.11982756057296912
-4042,2,0.285,0.285,0.417193000900063,-0.13219300090006303,0.702193000900063
-4041,2,0.135,0.135,0.134350288425444,0.0006497115745560111,0.269350288425444
-4040,2,0.18999999999999995,0.18999999999999995,0.1555634918610406,0.03443650813895935,0.3455634918610405
-4039,2,-0.20000000000000007,-0.20000000000000007,0.05656854249492369,-0.2565685424949238,-0.14343145750507638
-4038,2,-0.02499999999999991,-0.02499999999999991,0.12020815280171303,-0.14520815280171295,0.09520815280171312
-4037,2,0.30999999999999994,0.30999999999999994,0.33941125496954266,-0.02941125496954272,0.6494112549695426
-4036,2,-0.30499999999999994,-0.30499999999999994,0.3464823227814081,-0.651482322781408,0.041482322781408176
-4035,2,0.09499999999999997,0.09499999999999997,0.021213203435596288,0.07378679656440368,0.11621320343559627
-4034,2,0.10999999999999999,0.10999999999999999,0.15556349186104043,-0.045563491861040445,0.26556349186104045
-4033,2,0.0050000000000000044,0.0050000000000000044,0.12020815280171318,-0.11520815280171318,0.12520815280171319
-4032,2,-0.365,-0.365,0.44547727214752486,-0.8104772721475249,0.08047727214752487
-4031,2,0.025000000000000022,0.025000000000000022,0.3747665940288702,-0.34976659402887017,0.3997665940288702
-4030,2,0.3500000000000001,0.3500000000000001,0.16970562748477125,0.18029437251522884,0.5197056274847713
-4029,2,0.19999999999999984,0.19999999999999984,0.09899494936611658,0.10100505063388326,0.2989949493661164
-4028,2,-0.04999999999999993,-0.04999999999999993,0.22627416997969524,-0.27627416997969517,0.1762741699796953
-4027,2,-0.42500000000000004,-0.42500000000000004,0.23334523779156074,-0.6583452377915608,-0.1916547622084393
-4026,2,-0.09499999999999986,-0.09499999999999986,0.40305086527633216,-0.498050865276332,0.3080508652763323
-4025,2,-0.04500000000000004,-0.04500000000000004,0.09192388155425125,-0.13692388155425128,0.046923881554251215
-4024,2,-0.03500000000000003,-0.03500000000000003,0.0777817459305203,-0.11278174593052033,0.04278174593052027
-4023,2,0.17500000000000004,0.17500000000000004,0.19091883092036785,-0.015918830920367805,0.3659188309203679
-4022,2,-0.2650000000000001,-0.2650000000000001,0.14849242404917495,-0.4134924240491751,-0.11650757595082517
-4021,2,0.24,0.24,0.07071067811865482,0.16928932188134516,0.3107106781186548
-4020,2,-0.20499999999999985,-0.20499999999999985,0.1626345596729059,-0.36763455967290576,-0.04236544032709394
-4019,2,0.019999999999999907,0.019999999999999907,0.12727922061357852,-0.10727922061357861,0.14727922061357843
-4018,2,-0.07,-0.07,0.0848528137423857,-0.1548528137423857,0.014852813742385687
-4017,2,0.04999999999999999,0.04999999999999999,0.35355339059327384,-0.30355339059327385,0.40355339059327383
-4016,2,-0.26999999999999996,-0.26999999999999996,0.29698484809834996,-0.5669848480983499,0.02698484809835
-4015,2,0.044999999999999984,0.044999999999999984,0.09192388155425119,-0.0469238815542512,0.13692388155425117
-4014,2,0.15000000000000002,0.15000000000000002,0.15556349186104043,-0.005563491861040409,0.3055634918610405
-4013,2,0.375,0.375,0.34648232278140845,0.028517677218591553,0.7214823227814084
-4012,2,-0.06999999999999995,-0.06999999999999995,0.07071067811865465,-0.14071067811865462,0.0007106781186547034
-4011,2,0.10499999999999998,0.10499999999999998,0.1767766952966369,-0.07177669529663691,0.28177669529663685
-4010,2,0.15500000000000003,0.15500000000000003,0.1767766952966369,-0.021776695296636867,0.3317766952966369
-4009,2,-0.19500000000000006,-0.19500000000000006,0.06363961030678918,-0.2586396103067892,-0.1313603896932109
-4008,2,0.039999999999999925,0.039999999999999925,0.15556349186104043,-0.11556349186104051,0.19556349186104036
-4007,2,-0.21999999999999986,-0.21999999999999986,0.14142135623730948,-0.3614213562373093,-0.07857864376269039
-4006,2,-0.25500000000000006,-0.25500000000000006,0.021213203435596364,-0.2762132034355964,-0.2337867965644037
-4005,2,-0.010000000000000009,-0.010000000000000009,0.3535533905932738,-0.3635533905932738,0.3435533905932738
-4004,2,0.07,0.07,0.07071067811865474,-0.0007106781186547312,0.14071067811865473
-4003,2,-0.15999999999999998,-0.15999999999999998,0.04242640687119281,-0.2024264068711928,-0.11757359312880716
-4002,2,0.024999999999999967,0.024999999999999967,0.04949747468305814,-0.02449747468305817,0.0744974746830581
-4001,2,0.48,0.48,0.4666904755831215,0.013309524416878493,0.9466904755831215
-4000,2,-0.04500000000000004,-0.04500000000000004,0.04949747468305837,-0.09449747468305841,0.004497474683058333
-3999,2,-0.27499999999999997,-0.27499999999999997,0.34648232278140834,-0.6214823227814084,0.07148232278140837
-3998,2,0.17000000000000004,0.17000000000000004,0.2969848480983501,-0.12698484809835003,0.4669848480983501
-3997,2,0.09999999999999998,0.09999999999999998,0.21213203435596428,-0.1121320343559643,0.31213203435596426
-3996,2,-0.3,-0.3,0.15556349186104035,-0.45556349186104034,-0.14443650813895964
-3995,2,0.235,0.235,0.13435028842544414,0.10064971157455585,0.36935028842544415
-3994,2,-0.25,-0.25,0.05656854249492385,-0.3065685424949238,-0.19343145750507615
-3993,2,-0.12,-0.12,0.19798989873223333,-0.3179898987322333,0.07798989873223333
-3992,2,-0.04999999999999993,-0.04999999999999993,0.014142135623730807,-0.06414213562373074,-0.03585786437626913
-3991,2,0.23499999999999993,0.23499999999999993,0.23334523779156066,0.00165476220843927,0.46834523779156056
-3990,2,0.14,0.14,0.09899494936611658,0.04100505063388343,0.2389949493661166
-3989,2,-0.12,-0.12,0.12727922061357852,-0.24727922061357852,0.007279220613578524
-3988,2,-0.10999999999999999,-0.10999999999999999,0.15556349186104043,-0.26556349186104045,0.045563491861040445
-3987,2,-0.014999999999999958,-0.014999999999999958,0.10606601717798214,-0.1210660171779821,0.09106601717798218
-3986,2,0.25,0.25,0.04242640687119289,0.2075735931288071,0.29242640687119287
-3985,2,-0.015000000000000013,-0.015000000000000013,0.31819805153394637,-0.3331980515339464,0.30319805153394636
-3984,2,-0.025000000000000022,-0.025000000000000022,0.03535533905932741,-0.06035533905932743,0.010355339059327388
-3983,2,-0.2700000000000001,-0.2700000000000001,0.09899494936611651,-0.3689949493661166,-0.17100505063388355
-3982,2,0.045000000000000095,0.045000000000000095,0.10606601717798199,-0.06106601717798189,0.15106601717798207
-3981,2,0.1349999999999999,0.1349999999999999,0.0777817459305203,0.0572182540694796,0.21278174593052018
-3980,2,0.1050000000000001,0.1050000000000001,0.021213203435596444,0.08378679656440365,0.12621320343559653
-3979,2,-0.13,-0.13,0.14142135623730948,-0.27142135623730945,0.011421356237309471
-3978,2,0.15499999999999997,0.15499999999999997,0.03535533905932733,0.11964466094067264,0.1903553390593273
-3977,2,-0.22000000000000003,-0.22000000000000003,0.12727922061357858,-0.34727922061357863,-0.09272077938642145
-3976,2,-0.14499999999999996,-0.14499999999999996,0.04949747468305845,-0.19449747468305842,-0.0955025253169415
-3975,2,0.10999999999999999,0.10999999999999999,0.19798989873223333,-0.08798989873223334,0.3079898987322333
-3974,2,-0.16999999999999998,-0.16999999999999998,0.11313708498984762,-0.2831370849898476,-0.056862915010152365
-3973,2,-0.020000000000000018,-0.020000000000000018,0.14142135623730948,-0.1614213562373095,0.12142135623730946
-3972,2,0.3,0.3,0.12727922061357844,0.17272077938642155,0.4272792206135784
-3971,2,-0.03499999999999992,-0.03499999999999992,0.06363961030678918,-0.0986396103067891,0.028639610306789257
-3970,2,0.15499999999999992,0.15499999999999992,0.21920310216782962,-0.0642031021678297,0.37420310216782954
-3969,2,-0.22999999999999993,-0.22999999999999993,0.08485281374238554,-0.3148528137423855,-0.14514718625761439
-3968,2,-0.065,-0.065,0.06363961030678926,-0.12863961030678928,-0.0013603896932107423
-3967,2,0.02499999999999991,0.02499999999999991,0.43133513652379407,-0.40633513652379416,0.456335136523794
-3966,2,0.12000000000000005,0.12000000000000005,0.056568542494923775,0.06343145750507628,0.17656854249492382
-3965,2,-0.26000000000000006,-0.26000000000000006,0.14142135623730956,-0.4014213562373096,-0.1185786437626905
-3964,2,0.11000000000000004,0.11000000000000004,0.0848528137423857,0.02514718625761435,0.19485281374238572
-3963,2,0.08000000000000002,0.08000000000000002,0.014142135623730885,0.06585786437626913,0.0941421356237309
-3962,2,0.03999999999999998,0.03999999999999998,0.09899494936611666,-0.058994949366116683,0.13899494936611664
-3961,2,0.15500000000000008,0.15500000000000008,0.24748737341529162,-0.09248737341529153,0.4024873734152917
-3960,2,-0.2300000000000001,-0.2300000000000001,0.09899494936611658,-0.3289949493661167,-0.1310050506338835
-3959,2,0.07500000000000001,0.07500000000000001,0.12020815280171311,-0.0452081528017131,0.1952081528017131
-3958,2,-0.024999999999999967,-0.024999999999999967,0.19091883092036777,-0.21591883092036773,0.1659188309203678
-3957,2,-0.12000000000000005,-0.12000000000000005,0.0848528137423857,-0.20485281374238573,-0.03514718625761436
-3956,2,-0.07,-0.07,0.24041630560342614,-0.31041630560342615,0.17041630560342613
-3955,2,-0.24499999999999997,-0.24499999999999997,0.09192388155425114,-0.3369238815542511,-0.1530761184457488
-3954,2,0.04500000000000001,0.04500000000000001,0.07778174593052026,-0.032781745930520245,0.12278174593052027
-3953,2,0.31499999999999995,0.31499999999999995,0.1626345596729059,0.15236544032709404,0.47763455967290586
-3952,2,0.3050000000000001,0.3050000000000001,0.10606601717798214,0.19893398282201796,0.41106601717798225
-3951,2,-0.10999999999999999,-0.10999999999999999,0.15556349186104043,-0.26556349186104045,0.045563491861040445
-3950,2,-0.07000000000000006,-0.07000000000000006,0.05656854249492385,-0.1265685424949239,-0.01343145750507621
-3949,2,-0.07500000000000001,-0.07500000000000001,0.04949747468305829,-0.1244974746830583,-0.02550252531694172
-3948,2,-0.03999999999999998,-0.03999999999999998,0.14142135623730956,-0.18142135623730954,0.10142135623730958
-3947,2,-0.15000000000000002,-0.15000000000000002,0.31112698372208086,-0.4611269837220809,0.16112698372208084
-3946,2,-0.18,-0.18,0.07071067811865474,-0.2507106781186547,-0.10928932188134526
-3945,2,0.015000000000000013,0.015000000000000013,0.0777817459305203,-0.06278174593052029,0.09278174593052031
-3944,2,0.03999999999999995,0.03999999999999995,0.04242640687119293,-0.002426406871192978,0.08242640687119288
-3943,2,0.21500000000000005,0.21500000000000005,0.0919238815542513,0.12307611844574876,0.3069238815542513
-3942,2,-0.13500000000000004,-0.13500000000000004,0.007071067811865599,-0.14207106781186563,-0.12792893218813445
-3941,2,0.11000000000000001,0.11000000000000001,0.1555634918610405,-0.04556349186104047,0.2655634918610405
-3940,2,0.2800000000000001,0.2800000000000001,0.22627416997969518,0.0537258300203049,0.5062741699796953
-3939,2,-0.2300000000000001,-0.2300000000000001,0.04242640687119289,-0.27242640687119296,-0.1875735931288072
-3938,2,-0.255,-0.255,0.1909188309203678,-0.44591883092036777,-0.06408116907963221
-3937,2,-0.03,-0.03,0.04242640687119285,-0.07242640687119284,0.012426406871192848
-3936,2,0.08499999999999999,0.08499999999999999,0.04949747468305833,0.03550252531694166,0.13449747468305834
-3935,2,-0.08000000000000002,-0.08000000000000002,0.09899494936611666,-0.17899494936611668,0.018994949366116648
-3934,2,0.15,0.15,0.07071067811865478,0.07928932188134521,0.22071067811865477
